path	area	family	reads	writes
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	RESULT	10	10
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	RESULT	6	6
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	A	4	0
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	B	1	0
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	C	4	0
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	RESULT	9	9
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	V	4	0
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	A	1	0
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	C	1	0
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	RESULT	5	5
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	V	1	0
original-game/ERB/ZNAME.ERB	(root)	A	1243	0
original-game/ERB/ZNAME.ERB	(root)	B	9	0
original-game/ERB/ZNAME.ERB	(root)	C	734	0
original-game/ERB/ZNAME.ERB	(root)	D	28	0
original-game/ERB/ZNAME.ERB	(root)	E	1763	0
original-game/ERB/ZNAME.ERB	(root)	F	1094	0
original-game/ERB/ZNAME.ERB	(root)	G	323	0
original-game/ERB/ZNAME.ERB	(root)	H	9	0
original-game/ERB/ZNAME.ERB	(root)	I	640	0
original-game/ERB/ZNAME.ERB	(root)	K	5	0
original-game/ERB/ZNAME.ERB	(root)	L	1857	0
original-game/ERB/ZNAME.ERB	(root)	M	217	0
original-game/ERB/ZNAME.ERB	(root)	N	813	0
original-game/ERB/ZNAME.ERB	(root)	O	593	0
original-game/ERB/ZNAME.ERB	(root)	P	7	0
original-game/ERB/ZNAME.ERB	(root)	Q	1	0
original-game/ERB/ZNAME.ERB	(root)	R	1368	0
original-game/ERB/ZNAME.ERB	(root)	S	1522	0
original-game/ERB/ZNAME.ERB	(root)	T	678	0
original-game/ERB/ZNAME.ERB	(root)	U	579	0
original-game/ERB/ZNAME.ERB	(root)	W	6	0
original-game/ERB/ZNAME.ERB	(root)	X	14	0
original-game/ERB/ZNAME.ERB	(root)	Z	2	0
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	ABL	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	ASSI	60	0
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	BASE	8	8
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	CFLAG	14	14
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	EXP	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	FLAG	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	JUEL	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	LOCAL	68	46
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	MARK	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	MASTER	2	0
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	MAXBASE	12	6
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	PALAM	2	2
original-game/ERB/イベント関係/ADD_ANGEL.ERB	イベント関係	TALENT	87	75
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	ASSI	21	0
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	BASE	12	9
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	LOCAL	36	30
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	MAXBASE	33	15
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	T	21	0
original-game/ERB/イベント関係/ADD_CATASTROPH.ERB	イベント関係	TALENT	18	18
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	ABL	15	2
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	BASE	3	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	CALLNAME	10	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	CFLAG	44	32
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	CHARANUM	2	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	COUNT	249	2
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	CSTR	42	10
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	DAY	4	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	EXP	9	9
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	EXPNAME	5	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	FLAG	2	2
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	LOCAL	2	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	MASTER	7	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	NAME	5	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	NO	79	66
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	RESULT	2	0
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	S	25	14
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	TALENT	49	42
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	A	7	4
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	ABL	4	0
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	B	5	2
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	CALLNAME	6	0
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	CFLAG	1	1
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	CHARANUM	1	0
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	COUNT	27	1
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	EXP	2	2
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	MASTER	2	0
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	NAME	1	0
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	TALENT	14	5
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	C	1	0
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	ITEM	34	33
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	ITEMNAME	17	0
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	MONEY	2	2
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	NAME	1	0
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	DAY	1	0
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	FLAG	8	4
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	MONEY	3	1
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	RESULT	1	1
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	BASE	22	14
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	CALLNAME	15	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	CFLAG	19	8
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	CHARANUM	3	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	COUNT	18	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	DAY	1	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	ITEM	2	1
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	MASTER	2	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	MAXBASE	10	4
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	NAME	2	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	RELATION	9	6
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	RESULT	2	1
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	TALENT	46	34
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	TALENTNAME	9	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	TARGET	17	0
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	U	5	3
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	V	8	4
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	W	10	3
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	A	36	19
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	ABL	154	39
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	ASSI	43	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	B	83	44
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	BASE	14	5
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	CALLNAME	1	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	CFLAG	17	11
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	EXP	27	23
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	EXPNAME	22	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	FLAG	4	3
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	ITEM	3	2
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	JUEL	31	31
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	MASTER	6	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	N	87	34
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	NO	14	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	PALAM	22	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	PALAMLV	22	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	PALAMNAME	31	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	Q	6	6
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	R	5	2
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	RELATION	24	6
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	RESULT	1	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	S	68	34
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	T	2	1
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TALENT	113	21
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TALENTNAME	1	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TARGET	15	0
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TEQUIP	1	1
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TFLAG	5	4
original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB	イベント関係	TIME	4	4
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	A	2	1
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	ABL	10	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	ASSI	3	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	B	4	1
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	C	8	3
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	CALLNAME	14	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	CFLAG	485	308
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	CHARANUM	1	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	DAY	3	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	FLAG	11	7
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	LOCAL	40	18
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	MARK	2	1
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	MASTER	7	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	NAME	6	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	NO	2	0
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	RESULT	22	4
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	S	6	6
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	TALENT	52	5
original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB	イベント関係	TARGET	15	0
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	ARG	8	0
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	FLAG	6	2
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	NO	7	0
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	TARGET	5	0
original-game/ERB/イベント関係/EVENT_K.ERB	イベント関係	TFLAG	3	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	ABL	80	10
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	CALLNAME	30	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	CHARANUM	2	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	EXP	12	12
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	EXPNAME	12	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	JUEL	18	18
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	MASTER	4	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	NAME	15	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	NO	13	7
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	PALAMNAME	18	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	RELATION	5	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	RESULT	2	0
original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB	イベント関係	TALENT	23	5
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	ARG	4	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	BASE	32	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	CALLNAME	6	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	CFLAG	11	2
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	COUNT	53	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	CSTR	50	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	LOCAL	121	2
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	MASTER	4	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	NO	52	49
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	RESULT	2	0
original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB	イベント関係	TALENT	25	20
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	ABL	5	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	BASE	4	1
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	CALLNAME	14	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	CFLAG	11	7
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	CHARANUM	1	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	COUNT	80	1
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	CSTR	7	7
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	DAY	4	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	EXP	3	3
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	EXPNAME	2	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	JUEL	5	5
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	MARK	2	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	MASTER	8	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	NAME	2	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	NO	12	6
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	PALAMNAME	3	0
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	TALENT	21	15
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	TIME	2	2
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	X	25	7
original-game/ERB/イベント関係/EVENT_MORNING.ERB	イベント関係	Y	7	3
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	A	78	47
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	ABL	136	8
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	ABLNAME	4	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	BASE	20	5
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	C	29	5
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	CALLNAME	34	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	CFLAG	31	13
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	CHARANUM	18	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	COUNT	219	3
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	CSTR	6	6
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	D	1	1
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	DAY	22	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	E	6	6
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	EXP	27	11
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	EXPNAME	9	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	F	13	13
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	FLAG	25	10
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	JUEL	23	22
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	L	97	3
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	LOCAL	20	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	MARK	10	4
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	MARKNAME	1	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	MASTER	26	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	MAXBASE	2	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	MONEY	1	1
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	NAME	9	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	NO	4	4
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	PALAMNAME	19	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	R	8	6
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	RESULT	4	2
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	S	62	17
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	T	7	2
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	TALENT	179	73
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	TALENTNAME	22	0
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	TARGET	9	5
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	TFLAG	2	2
original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB	イベント関係	U	7	3
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	BASE	1	0
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	CHARANUM	1	0
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	COUNT	3	0
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	DAY	43	29
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	E	6	2
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	FLAG	14	8
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	G	10	2
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	M	1	1
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	MONEY	5	5
original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB	イベント関係	TALENT	2	1
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	ABL	22	1
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	BASE	4	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	CALLNAME	56	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	CFLAG	26	18
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	CHARANUM	3	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	COUNT	120	2
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	CSTR	5	5
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	DAY	8	4
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	EXP	17	15
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	FLAG	1	1
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	JUEL	22	22
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	MASTER	37	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	N	24	5
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	NAME	3	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	NO	5	4
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	PBAND	1	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	PLAYER	1	0
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	RESULT	12	6
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	TALENT	54	21
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	TARGET	10	1
original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB	イベント関係	TFLAG	4	4
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	A	8	3
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	ARG	6	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	ASSI	30	3
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	B	6	1
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	BASE	7	1
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	C	104	5
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	CALLNAME	64	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	CFLAG	142	109
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	CHARANUM	8	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	COUNT	102	2
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	CSTR	16	12
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	DAY	21	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	EXP	11	4
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	F	43	7
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	FLAG	7	2
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	G	2	1
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	I	9	9
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	MARK	14	7
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	MASTER	36	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	MAXBASE	6	4
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	NAME	28	1
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	NO	10	2
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	P	20	13
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	PBAND	3	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	RELATION	4	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	RESULT	23	5
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	S	31	30
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	T	197	20
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	TALENT	174	117
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	TALENTNAME	20	0
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	TARGET	79	5
original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB	イベント関係	TFLAG	2	2
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	CALLNAME	44	0
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	CFLAG	18	0
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	CSTR	42	0
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	MASTER	34	0
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	NO	60	29
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	RESULT	1	0
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	TALENT	79	79
original-game/ERB/イベント関係/EVENT_SELL_AFTER.ERB	イベント関係	TARGET	70	0
original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB	イベント関係	A	73	12
original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB	イベント関係	ABL	64	7
