labelId	label	rawLabel	scope	kind	path	area	line	encoding	incomingStaticCalls	outgoingCalls	entryKind
original-game/ERB/能力上昇関係/ABLUP13.ERB:7:ABLUP13	ABLUP13	ABLUP13		global	original-game/ERB/能力上昇関係/ABLUP13.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP14.ERB:7:ABLUP14	ABLUP14	ABLUP14		global	original-game/ERB/能力上昇関係/ABLUP14.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP15.ERB:7:ABLUP15	ABLUP15	ABLUP15		global	original-game/ERB/能力上昇関係/ABLUP15.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP16.ERB:7:ABLUP16	ABLUP16	ABLUP16		global	original-game/ERB/能力上昇関係/ABLUP16.ERB	能力上昇関係	7	utf-8-sig	0	7	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP17.ERB:7:ABLUP17	ABLUP17	ABLUP17		global	original-game/ERB/能力上昇関係/ABLUP17.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP2.ERB:7:ABLUP2	ABLUP2	ABLUP2		global	original-game/ERB/能力上昇関係/ABLUP2.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP20.ERB:7:ABLUP20	ABLUP20	ABLUP20		global	original-game/ERB/能力上昇関係/ABLUP20.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP21.ERB:7:ABLUP21	ABLUP21	ABLUP21		global	original-game/ERB/能力上昇関係/ABLUP21.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP22.ERB:7:ABLUP22	ABLUP22	ABLUP22		global	original-game/ERB/能力上昇関係/ABLUP22.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP23.ERB:7:ABLUP23	ABLUP23	ABLUP23		global	original-game/ERB/能力上昇関係/ABLUP23.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP3.ERB:7:ABLUP3	ABLUP3	ABLUP3		global	original-game/ERB/能力上昇関係/ABLUP3.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP30.ERB:8:ABLUP30	ABLUP30	ABLUP30		global	original-game/ERB/能力上昇関係/ABLUP30.ERB	能力上昇関係	8	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP31.ERB:8:ABLUP31	ABLUP31	ABLUP31		global	original-game/ERB/能力上昇関係/ABLUP31.ERB	能力上昇関係	8	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP32.ERB:7:ABLUP32	ABLUP32	ABLUP32		global	original-game/ERB/能力上昇関係/ABLUP32.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP33.ERB:7:ABLUP33	ABLUP33	ABLUP33		global	original-game/ERB/能力上昇関係/ABLUP33.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP37.ERB:7:ABLUP37	ABLUP37	ABLUP37		global	original-game/ERB/能力上昇関係/ABLUP37.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP38.ERB:7:ABLUP38	ABLUP38	ABLUP38		global	original-game/ERB/能力上昇関係/ABLUP38.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP39.ERB:7:ABLUP39	ABLUP39	ABLUP39		global	original-game/ERB/能力上昇関係/ABLUP39.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP40.ERB:7:ABLUP40	ABLUP40	ABLUP40		global	original-game/ERB/能力上昇関係/ABLUP40.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP41.ERB:7:ABLUP41	ABLUP41	ABLUP41		global	original-game/ERB/能力上昇関係/ABLUP41.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP70.ERB:7:ABLUP70	ABLUP70	ABLUP70		global	original-game/ERB/能力上昇関係/ABLUP70.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP71.ERB:7:ABLUP71	ABLUP71	ABLUP71		global	original-game/ERB/能力上昇関係/ABLUP71.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP72.ERB:7:ABLUP72	ABLUP72	ABLUP72		global	original-game/ERB/能力上昇関係/ABLUP72.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/能力上昇関係/ABLUP73.ERB:7:ABLUP73	ABLUP73	ABLUP73		global	original-game/ERB/能力上昇関係/ABLUP73.ERB	能力上昇関係	7	utf-8-sig	0	1	unreferenced-global
original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB:133:ABLCHANGE	ABLCHANGE	ABLCHANGE		global	original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB	訪問関係	133	utf-8-sig	0	3	unreferenced-global
original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB:204:ABLCHANGE_DATAIL	ABLCHANGE_DATAIL	ABLCHANGE_DATAIL		global	original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB	訪問関係	204	utf-8-sig	0	0	unreferenced-global
original-game/ERB/訪問関係/MIYAKO_LABO.ERB:4:MIYAKO_LABO_OP	MIYAKO_LABO_OP	MIYAKO_LABO_OP		global	original-game/ERB/訪問関係/MIYAKO_LABO.ERB	訪問関係	4	utf-8-sig	0	0	unreferenced-global
original-game/ERB/訪問関係/MIYAKO_LABO.ERB:40:MIYAKO_LABO	MIYAKO_LABO	MIYAKO_LABO		global	original-game/ERB/訪問関係/MIYAKO_LABO.ERB	訪問関係	40	utf-8-sig	0	4	unreferenced-global
original-game/ERB/訪問関係/SHOP_LABO.ERB:681:MODIFY_AMNESIA	MODIFY_AMNESIA	MODIFY_AMNESIA		global	original-game/ERB/訪問関係/SHOP_LABO.ERB	訪問関係	681	utf-8-sig	0	8	unreferenced-global
original-game/ERB/訪問関係/SHOP_LABO.ERB:1043:TRANS_SEX	TRANS_SEX	TRANS_SEX		global	original-game/ERB/訪問関係/SHOP_LABO.ERB	訪問関係	1043	utf-8-sig	0	4	unreferenced-global
original-game/ERB/ＡＶ撮影関係/ITEM_AV.ERB:4:ITEM_AV	ITEM_AV	ITEM_AV		global	original-game/ERB/ＡＶ撮影関係/ITEM_AV.ERB	ＡＶ撮影関係	4	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/LIFELIST_AV.ERB:4:LIFE_LIST_AV	LIFE_LIST_AV	LIFE_LIST_AV		global	original-game/ERB/ＡＶ撮影関係/LIFELIST_AV.ERB	ＡＶ撮影関係	4	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/SHOP_AV.ERB:178:AV_LABO	AV_LABO	AV_LABO		global	original-game/ERB/ＡＶ撮影関係/SHOP_AV.ERB	ＡＶ撮影関係	178	utf-8-sig	0	10	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:6:SCENE_TITLE_1	SCENE_TITLE_1	SCENE_TITLE_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:15:SCENE_VISIBLE_1	SCENE_VISIBLE_1	SCENE_VISIBLE_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:27:SCENE_FEE_1	SCENE_FEE_1	SCENE_FEE_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	27	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:37:SCENE_INFO_1	SCENE_INFO_1	SCENE_INFO_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	37	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:48:SCENE_CALC_1	SCENE_CALC_1	SCENE_CALC_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	48	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:92:SCENE_RESULT_START_1	SCENE_RESULT_START_1	SCENE_RESULT_START_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	92	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:106:SCENE_RESULT_PERFECT_1	SCENE_RESULT_PERFECT_1	SCENE_RESULT_PERFECT_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	106	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:124:SCENE_RESULT_SUCCESS_1	SCENE_RESULT_SUCCESS_1	SCENE_RESULT_SUCCESS_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	124	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:143:SCENE_RESULT_FAILED_1	SCENE_RESULT_FAILED_1	SCENE_RESULT_FAILED_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	143	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB:159:SCENE_EXP_1	SCENE_EXP_1	SCENE_EXP_1		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE01_INTERVIEW.ERB	ＡＶ撮影関係	159	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:6:SCENE_TITLE_2	SCENE_TITLE_2	SCENE_TITLE_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:15:SCENE_VISIBLE_2	SCENE_VISIBLE_2	SCENE_VISIBLE_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:27:SCENE_FEE_2	SCENE_FEE_2	SCENE_FEE_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	27	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:37:SCENE_INFO_2	SCENE_INFO_2	SCENE_INFO_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	37	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:48:SCENE_CALC_2	SCENE_CALC_2	SCENE_CALC_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	48	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:107:SCENE_RESULT_START_2	SCENE_RESULT_START_2	SCENE_RESULT_START_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	107	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:119:SCENE_RESULT_PERFECT_2	SCENE_RESULT_PERFECT_2	SCENE_RESULT_PERFECT_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	119	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:133:SCENE_RESULT_SUCCESS_2	SCENE_RESULT_SUCCESS_2	SCENE_RESULT_SUCCESS_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	133	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:146:SCENE_RESULT_FAILED_2	SCENE_RESULT_FAILED_2	SCENE_RESULT_FAILED_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	146	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB:164:SCENE_EXP_2	SCENE_EXP_2	SCENE_EXP_2		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE02_MUSTERBATION.ERB	ＡＶ撮影関係	164	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:6:SCENE_TITLE_3	SCENE_TITLE_3	SCENE_TITLE_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:15:SCENE_VISIBLE_3	SCENE_VISIBLE_3	SCENE_VISIBLE_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:31:SCENE_FEE_3	SCENE_FEE_3	SCENE_FEE_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	31	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:41:SCENE_INFO_3	SCENE_INFO_3	SCENE_INFO_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	41	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:52:SCENE_CALC_3	SCENE_CALC_3	SCENE_CALC_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	52	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:112:SCENE_RESULT_START_3	SCENE_RESULT_START_3	SCENE_RESULT_START_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	112	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:123:SCENE_RESULT_PERFECT_3	SCENE_RESULT_PERFECT_3	SCENE_RESULT_PERFECT_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	123	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:138:SCENE_RESULT_SUCCESS_3	SCENE_RESULT_SUCCESS_3	SCENE_RESULT_SUCCESS_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	138	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:148:SCENE_RESULT_FAILED_3	SCENE_RESULT_FAILED_3	SCENE_RESULT_FAILED_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	148	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB:162:SCENE_EXP_3	SCENE_EXP_3	SCENE_EXP_3		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE03_FELLATIO.ERB	ＡＶ撮影関係	162	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:6:SCENE_TITLE_4	SCENE_TITLE_4	SCENE_TITLE_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:15:SCENE_VISIBLE_4	SCENE_VISIBLE_4	SCENE_VISIBLE_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:31:SCENE_FEE_4	SCENE_FEE_4	SCENE_FEE_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	31	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:41:SCENE_INFO_4	SCENE_INFO_4	SCENE_INFO_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	41	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:52:SCENE_CALC_4	SCENE_CALC_4	SCENE_CALC_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	52	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:114:SCENE_RESULT_START_4	SCENE_RESULT_START_4	SCENE_RESULT_START_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	114	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:125:SCENE_RESULT_PERFECT_4	SCENE_RESULT_PERFECT_4	SCENE_RESULT_PERFECT_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	125	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:175:SCENE_RESULT_SUCCESS_4	SCENE_RESULT_SUCCESS_4	SCENE_RESULT_SUCCESS_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	175	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:223:SCENE_RESULT_FAILED_4	SCENE_RESULT_FAILED_4	SCENE_RESULT_FAILED_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	223	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB:274:SCENE_EXP_4	SCENE_EXP_4	SCENE_EXP_4		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE04_AV_HARDSEX.ERB	ＡＶ撮影関係	274	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:6:SCENE_TITLE_5	SCENE_TITLE_5	SCENE_TITLE_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:15:SCENE_VISIBLE_5	SCENE_VISIBLE_5	SCENE_VISIBLE_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:31:SCENE_FEE_5	SCENE_FEE_5	SCENE_FEE_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	31	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:41:SCENE_INFO_5	SCENE_INFO_5	SCENE_INFO_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	41	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:52:SCENE_CALC_5	SCENE_CALC_5	SCENE_CALC_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	52	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:114:SCENE_RESULT_START_5	SCENE_RESULT_START_5	SCENE_RESULT_START_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	114	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:126:SCENE_RESULT_PERFECT_5	SCENE_RESULT_PERFECT_5	SCENE_RESULT_PERFECT_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	126	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:170:SCENE_RESULT_SUCCESS_5	SCENE_RESULT_SUCCESS_5	SCENE_RESULT_SUCCESS_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	170	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:212:SCENE_RESULT_FAILED_5	SCENE_RESULT_FAILED_5	SCENE_RESULT_FAILED_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	212	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB:257:SCENE_EXP_5	SCENE_EXP_5	SCENE_EXP_5		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB	ＡＶ撮影関係	257	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:6:SCENE_TITLE_10	SCENE_TITLE_10	SCENE_TITLE_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	6	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:15:SCENE_VISIBLE_10	SCENE_VISIBLE_10	SCENE_VISIBLE_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	15	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:30:SCENE_FEE_10	SCENE_FEE_10	SCENE_FEE_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	30	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:40:SCENE_INFO_10	SCENE_INFO_10	SCENE_INFO_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	40	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:51:SCENE_CALC_10	SCENE_CALC_10	SCENE_CALC_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	51	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:127:SCENE_RESULT_START_10	SCENE_RESULT_START_10	SCENE_RESULT_START_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	127	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:139:SCENE_RESULT_PERFECT_10	SCENE_RESULT_PERFECT_10	SCENE_RESULT_PERFECT_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	139	utf-8-sig	0	0	unreferenced-global
original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB:153:SCENE_RESULT_SUCCESS_10	SCENE_RESULT_SUCCESS_10	SCENE_RESULT_SUCCESS_10		global	original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE10_AV_SM.ERB	ＡＶ撮影関係	153	utf-8-sig	0	0	unreferenced-global
